Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8NGC6	reviewed	OR4KH_HUMAN	Olfactory receptor 4K17 (Olfactory receptor OR14-29)	OR4K17	Homo sapiens (Human)	312
Q8NGD2	reviewed	OR4K2_HUMAN	Olfactory receptor 4K2 (Olfactory receptor OR14-15)	OR4K2	Homo sapiens (Human)	314
Q96R72	reviewed	OR4K3_HUMAN	Olfactory receptor 4K3 (Olfactory receptor OR14-14)	OR4K3 OR4K3P	Homo sapiens (Human)	315
Q8NGD3	reviewed	OR4K5_HUMAN	Olfactory receptor 4K5 (Olfactory receptor OR14-16)	OR4K5	Homo sapiens (Human)	323
Q8NH43	reviewed	OR4L1_HUMAN	Olfactory receptor 4L1 (Olfactory receptor 4L2) (Olfactory receptor OR14-28)	OR4L1 OR4L2P	Homo sapiens (Human)	312
Q8NGD0	reviewed	OR4M1_HUMAN	Olfactory receptor 4M1 (Olfactory receptor OR14-7)	OR4M1	Homo sapiens (Human)	313
Q8NGB6	reviewed	OR4M2_HUMAN	Olfactory receptor 4M2 (Olfactory receptor OR15-3)	OR4M2	Homo sapiens (Human)	313
A0A0X1KG70	reviewed	ORM2B_HUMAN	Olfactory receptor 4M2	OR4M2B	Homo sapiens (Human)	313
Q8NGD1	reviewed	OR4N2_HUMAN	Olfactory receptor 4N2 (Olfactory receptor OR14-13) (Olfactory receptor OR14-8)	OR4N2	Homo sapiens (Human)	307
Q8N0Y3	reviewed	OR4N4_HUMAN	Olfactory receptor 4N4 (Olfactory receptor OR15-1) (Olfactory receptor OR15-5)	OR4N4	Homo sapiens (Human)	316
A0A096LPK9	reviewed	ORN4C_HUMAN	Olfactory receptor 4N4C	OR4N4C	Homo sapiens (Human)	316
Q8IXE1	reviewed	OR4N5_HUMAN	Olfactory receptor 4N5 (Olfactory receptor OR14-33)	OR4N5	Homo sapiens (Human)	308
Q8NGL7	reviewed	OR4P4_HUMAN	Olfactory receptor 4P4 (Olfactory receptor 4P3)	OR4P4 OR4P3P	Homo sapiens (Human)	312
P0C623	reviewed	OR4Q2_HUMAN	Olfactory receptor 4Q2 (olfactory receptor OR14-21)	OR4Q2 OR4Q2P	Homo sapiens (Human)	314
Q8NH05	reviewed	OR4Q3_HUMAN	Olfactory receptor 4Q3 (Olfactory receptor 4Q4) (Olfactory receptor OR14-3)	OR4Q3 C14orf13 OR4Q4	Homo sapiens (Human)	313
Q8NGB4	reviewed	OR4S1_HUMAN	Olfactory receptor 4S1 (Olfactory receptor OR11-100)	OR4S1	Homo sapiens (Human)	309
Q8NH73	reviewed	OR4S2_HUMAN	Olfactory receptor 4S2 (Olfactory receptor OR11-137)	OR4S2 OR4S2P	Homo sapiens (Human)	311
Q8NH49	reviewed	OR4X1_HUMAN	Olfactory receptor 4X1 (Olfactory receptor OR11-104)	OR4X1	Homo sapiens (Human)	305
Q8NGF9	reviewed	OR4X2_HUMAN	Olfactory receptor 4X2 (Olfactory receptor OR11-105)	OR4X2	Homo sapiens (Human)	303
Q8NGJ7	reviewed	O51A2_HUMAN	Olfactory receptor 51A2	OR51A2	Homo sapiens (Human)	313
Q8NGJ6	reviewed	O51A4_HUMAN	Olfactory receptor 51A4	OR51A4	Homo sapiens (Human)	313
Q8NH64	reviewed	O51A7_HUMAN	Olfactory receptor 51A7 (Olfactory receptor OR11-27)	OR51A7	Homo sapiens (Human)	312
Q9Y5P1	reviewed	O51B2_HUMAN	Olfactory receptor 51B2 (Odorant receptor HOR5'beta3) (Olfactory receptor 51B1)	OR51B2 OR51B1P	Homo sapiens (Human)	312
Q9Y5P0	reviewed	O51B4_HUMAN	Olfactory receptor 51B4 (Odorant receptor HOR5'beta1)	OR51B4	Homo sapiens (Human)	310
Q9H339	reviewed	O51B5_HUMAN	Olfactory receptor 51B5 (Odorant receptor HOR5'beta5) (Olfactory receptor OR11-37)	OR51B5	Homo sapiens (Human)	312
Q9H340	reviewed	O51B6_HUMAN	Olfactory receptor 51B6 (Odorant receptor HOR5'beta6)	OR51B6	Homo sapiens (Human)	312
Q8NGF3	reviewed	O51D1_HUMAN	Olfactory receptor 51D1 (Olfactory receptor OR11-14)	OR51D1	Homo sapiens (Human)	324
Q8TCB6	reviewed	O51E1_HUMAN	Olfactory receptor 51E1 (D-GPCR) (G-protein coupled receptor 164) (Olfactory receptor 52A3) (Prostate-overexpressed G protein-coupled receptor) (Prostate-specific G protein-coupled receptor 2)	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2	Homo sapiens (Human)	318
Q9H255	reviewed	O51E2_HUMAN	Olfactory receptor 51E2 (HPRAJ) (Olfactory receptor OR11-16) (Prostate-specific G-protein coupled receptor)	OR51E2 PSGR	Homo sapiens (Human)	320
A6NGY5	reviewed	O51F1_HUMAN	Olfactory receptor 51F1	OR51F1 OR51F1P	Homo sapiens (Human)	319
Q8NH61	reviewed	O51F2_HUMAN	Olfactory receptor 51F2 (Olfactory receptor OR11-23)	OR51F2	Homo sapiens (Human)	342
Q8NGK1	reviewed	O51G1_HUMAN	Olfactory receptor 51G1 (Olfactory receptor 51G3) (Olfactory receptor OR11-29)	OR51G1 OR51G3P	Homo sapiens (Human)	321
Q8NGK0	reviewed	O51G2_HUMAN	Olfactory receptor 51G2 (Olfactory receptor OR11-28)	OR51G2	Homo sapiens (Human)	314
Q8NH63	reviewed	O51H1_HUMAN	Olfactory receptor 51H1 (Olfactory receptor OR11-25)	OR51H1 OR51H1P	Homo sapiens (Human)	302
Q9H343	reviewed	O51I1_HUMAN	Olfactory receptor 51I1 (Odorant receptor HOR5'beta11) (Olfactory receptor OR11-39)	OR51I1	Homo sapiens (Human)	314
Q9H344	reviewed	O51I2_HUMAN	Olfactory receptor 51I2 (Odorant receptor HOR5'beta12) (Olfactory receptor OR11-38)	OR51I2	Homo sapiens (Human)	312
Q9H342	reviewed	O51J1_HUMAN	Olfactory receptor 51J1 (Odorant receptor HOR5'beta8) (Olfactory receptor 51J2)	OR51J1 OR51J1P OR51J2	Homo sapiens (Human)	316
Q8NGJ5	reviewed	O51L1_HUMAN	Olfactory receptor 51L1 (Olfactory receptor OR11-31)	OR51L1	Homo sapiens (Human)	315
Q9H341	reviewed	O51M1_HUMAN	Olfactory receptor 51M1 (Odorant receptor HOR5'beta7) (Olfactory receptor OR11-40)	OR51M1	Homo sapiens (Human)	326
Q8NH59	reviewed	O51Q1_HUMAN	Olfactory receptor 51Q1	OR51Q1	Homo sapiens (Human)	317
Q8NGJ8	reviewed	O51S1_HUMAN	Olfactory receptor 51S1 (Olfactory receptor OR11-24)	OR51S1	Homo sapiens (Human)	323
Q8NGJ9	reviewed	O51T1_HUMAN	Olfactory receptor 51T1 (Olfactory receptor OR11-26)	OR51T1	Homo sapiens (Human)	327
Q9H2C8	reviewed	O51V1_HUMAN	Olfactory receptor 51V1 (Odorant receptor HOR3'beta1) (Olfactory receptor 51A12) (Olfactory receptor OR11-36)	OR51V1 OR51A12	Homo sapiens (Human)	321
Q9UKL2	reviewed	O52A1_HUMAN	Olfactory receptor 52A1 (HPFH1OR) (Odorant receptor HOR3'beta4) (Olfactory receptor OR11-319)	OR52A1	Homo sapiens (Human)	312
A6NMU1	reviewed	O52A4_HUMAN	Olfactory receptor 52A4	OR52A4P OR52A4	Homo sapiens (Human)	304
Q9H2C5	reviewed	O52A5_HUMAN	Olfactory receptor 52A5 (Odorant receptor HOR3'beta5) (Olfactory receptor OR11-33)	OR52A5	Homo sapiens (Human)	316
Q96RD2	reviewed	O52B2_HUMAN	Olfactory receptor 52B2 (Olfactory receptor OR11-70)	OR52B2	Homo sapiens (Human)	323
Q8NGK2	reviewed	O52B4_HUMAN	Olfactory receptor 52B4 (Olfactory receptor OR11-3)	OR52B4	Homo sapiens (Human)	314
Q8NGF0	reviewed	O52B6_HUMAN	Olfactory receptor 52B6 (Olfactory receptor OR11-47)	OR52B6	Homo sapiens (Human)	335
Q9H346	reviewed	O52D1_HUMAN	Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43)	OR52D1	Homo sapiens (Human)	318
Q8NGJ3	reviewed	O52E1_HUMAN	Olfactory receptor 52E1	OR52E1 OR52E1P	Homo sapiens (Human)	308
Q8NGJ4	reviewed	O52E2_HUMAN	Olfactory receptor 52E2	OR52E2	Homo sapiens (Human)	325
Q8NGH9	reviewed	O52E4_HUMAN	Olfactory receptor 52E4 (Olfactory receptor OR11-55)	OR52E4	Homo sapiens (Human)	312
Q8NH55	reviewed	O52E5_HUMAN	Olfactory receptor 52E5	OR52E5	Homo sapiens (Human)	327
Q96RD3	reviewed	O52E6_HUMAN	Olfactory receptor 52E6 (Olfactory receptor OR11-58)	OR52E6	Homo sapiens (Human)	313
Q6IFG1	reviewed	O52E8_HUMAN	Olfactory receptor 52E8 (Olfactory receptor OR11-54)	OR52E8	Homo sapiens (Human)	313
Q8NGJ2	reviewed	O52H1_HUMAN	Olfactory receptor 52H1 (Olfactory receptor OR11-45)	OR52H1	Homo sapiens (Human)	314
Q8NGK6	reviewed	O52I1_HUMAN	Olfactory receptor 52I1 (Olfactory receptor OR11-13)	OR52I1	Homo sapiens (Human)	324
Q8NH67	reviewed	O52I2_HUMAN	Olfactory receptor 52I2 (Olfactory receptor OR11-12)	OR52I2	Homo sapiens (Human)	350
Q8NH60	reviewed	O52J3_HUMAN	Olfactory receptor 52J3 (Olfactory receptor OR11-32)	OR52J3	Homo sapiens (Human)	311
Q8NGK4	reviewed	O52K1_HUMAN	Olfactory receptor 52K1 (Olfactory receptor OR11-8)	OR52K1	Homo sapiens (Human)	314
Q8NGK3	reviewed	O52K2_HUMAN	Olfactory receptor 52K2 (Olfactory receptor OR11-7)	OR52K2	Homo sapiens (Human)	314
Q8NGH7	reviewed	O52L1_HUMAN	Olfactory receptor 52L1 (Olfactory receptor OR11-50)	OR52L1	Homo sapiens (Human)	329
Q8NGH6	reviewed	O52L2_HUMAN	Putative olfactory receptor 52L2 (Olfactory receptor OR11-74)	OR52L2P OR52L2	Homo sapiens (Human)	319
Q8NGK5	reviewed	O52M1_HUMAN	Olfactory receptor 52M1 (Olfactory receptor OR11-11)	OR52M1 OR52M1P	Homo sapiens (Human)	317
Q8NH53	reviewed	O52N1_HUMAN	Olfactory receptor 52N1 (Olfactory receptor OR11-61)	OR52N1	Homo sapiens (Human)	320
Q8NGI0	reviewed	O52N2_HUMAN	Olfactory receptor 52N2 (Olfactory receptor OR11-57)	OR52N2	Homo sapiens (Human)	321
Q8NGI2	reviewed	O52N4_HUMAN	Olfactory receptor 52N4 (Olfactory receptor OR11-64)	OR52N4	Homo sapiens (Human)	321
Q8NH56	reviewed	O52N5_HUMAN	Olfactory receptor 52N5 (Olfactory receptor OR11-62)	OR52N5	Homo sapiens (Human)	324
Q8NH57	reviewed	O52P1_HUMAN	Olfactory receptor 52P1	OR52P1 OR52P1P	Homo sapiens (Human)	321
Q8NGF1	reviewed	O52R1_HUMAN	Olfactory receptor 52R1 (Olfactory receptor OR11-22)	OR52R1	Homo sapiens (Human)	315
Q6IF63	reviewed	O52W1_HUMAN	Olfactory receptor 52W1 (Olfactory receptor OR11-71)	OR52W1 OR52W1P	Homo sapiens (Human)	320
P0C646	reviewed	O52Z1_HUMAN	Olfactory receptor 52Z1P	OR52Z1P OR52Z1	Homo sapiens (Human)	298
Q8NGH5	reviewed	O56A1_HUMAN	Olfactory receptor 56A1 (Olfactory receptor OR11-75)	OR56A1	Homo sapiens (Human)	318
Q8NH54	reviewed	O56A3_HUMAN	Olfactory receptor 56A3 (Olfactory receptor 56A6)	OR56A3 OR56A3P OR56A6	Homo sapiens (Human)	315
Q8NGH8	reviewed	O56A4_HUMAN	Olfactory receptor 56A4 (Olfactory receptor OR11-49)	OR56A4	Homo sapiens (Human)	313
P0C7T3	reviewed	O56A5_HUMAN	Olfactory receptor 56A5	OR56A5 OR56A5P	Homo sapiens (Human)	313
Q8NGI3	reviewed	O56B1_HUMAN	Olfactory receptor 56B1 (Olfactory receptor OR11-65)	OR56B1 OR56B1P	Homo sapiens (Human)	324
Q8NGI1	reviewed	O56B2_HUMAN	Putative olfactory receptor 56B2	OR56B2P	Homo sapiens (Human)	322
Q8NH76	reviewed	O56B4_HUMAN	Olfactory receptor 56B4 (Olfactory receptor OR11-67)	OR56B4	Homo sapiens (Human)	319
Q8NGJ0	reviewed	OR5A1_HUMAN	Olfactory receptor 5A1 (OST181) (Olfactory receptor OR11-249)	OR5A1 OR5A1P	Homo sapiens (Human)	315
Q8NGI9	reviewed	OR5A2_HUMAN	Olfactory receptor 5A2 (Olfactory receptor OR11-248)	OR5A2	Homo sapiens (Human)	324
P0C628	reviewed	O5AC1_HUMAN	Olfactory receptor 5AC1 (Olfactory receptor OR3-2)	OR5AC1 OR5AC1P	Homo sapiens (Human)	307
Q9NZP5	reviewed	O5AC2_HUMAN	Olfactory receptor 5AC2 (HSA1)	OR5AC2	Homo sapiens (Human)	309
Q8NH90	reviewed	O5AK2_HUMAN	Olfactory receptor 5AK2	OR5AK2	Homo sapiens (Human)	309
Q8NH89	reviewed	O5AK3_HUMAN	Putative olfactory receptor 5AK3	OR5AK3P OR5AK3	Homo sapiens (Human)	298
P0C617	reviewed	O5AL1_HUMAN	Olfactory receptor 5AL1 (Olfactory receptor OR11-184)	OR5AL1 OR5AL1P	Homo sapiens (Human)	329
Q8NGI8	reviewed	O5AN1_HUMAN	Olfactory receptor 5AN1 (Olfactory receptor OR11-244)	OR5AN1	Homo sapiens (Human)	311
Q8NGF4	reviewed	O5AP2_HUMAN	Olfactory receptor 5AP2	OR5AP2	Homo sapiens (Human)	316
Q8NGP9	reviewed	O5AR1_HUMAN	Olfactory receptor 5AR1 (Olfactory receptor OR11-209)	OR5AR1	Homo sapiens (Human)	310
Q8N127	reviewed	O5AS1_HUMAN	Olfactory receptor 5AS1 (Olfactory receptor OR11-168)	OR5AS1	Homo sapiens (Human)	324
Q8NGC0	reviewed	O5AU1_HUMAN	Olfactory receptor 5AU1 (Olfactory receptor OR14-38)	OR5AU1	Homo sapiens (Human)	362
Q96R08	reviewed	OR5BC_HUMAN	Olfactory receptor 5B12 (Olfactory receptor 5B16) (Olfactory receptor OR11-241)	OR5B12 OR5B12P OR5B16	Homo sapiens (Human)	314
Q8NGF7	reviewed	OR5BH_HUMAN	Olfactory receptor 5B17 (Olfactory receptor 5B20) (Olfactory receptor OR11-237)	OR5B17 OR5B20P	Homo sapiens (Human)	314
Q96R09	reviewed	OR5B2_HUMAN	Olfactory receptor 5B2 (OST073) (Olfactory receptor OR11-240)	OR5B2	Homo sapiens (Human)	309
A6NL26	reviewed	O5B21_HUMAN	Olfactory receptor 5B21	OR5B21	Homo sapiens (Human)	309
Q8NH48	reviewed	OR5B3_HUMAN	Olfactory receptor 5B3 (Olfactory receptor 5B13) (Olfactory receptor OR11-239)	OR5B3 OR5B13	Homo sapiens (Human)	314
Q8NGR4	reviewed	OR5C1_HUMAN	Olfactory receptor 5C1 (Olfactory receptor 5C2) (Olfactory receptor 9-F) (OR9-F)	OR5C1 OR5C2P	Homo sapiens (Human)	320
Q8NGL4	reviewed	OR5DD_HUMAN	Olfactory receptor 5D13 (Olfactory receptor OR11-142) (Olfactory receptor OR11-148)	OR5D13	Homo sapiens (Human)	314
Q8NGL3	reviewed	OR5DE_HUMAN	Olfactory receptor 5D14 (Olfactory receptor OR11-141) (Olfactory receptor OR11-150)	OR5D14	Homo sapiens (Human)	314
Q8NGK9	reviewed	OR5DG_HUMAN	Olfactory receptor 5D16 (Olfactory receptor OR11-154)	OR5D16	Homo sapiens (Human)	328
Q8NGL1	reviewed	OR5DI_HUMAN	Olfactory receptor 5D18 (Olfactory receptor OR11-143) (Olfactory receptor OR11-152)	OR5D18	Homo sapiens (Human)	313
O95221	reviewed	OR5F1_HUMAN	Olfactory receptor 5F1 (Olfactory receptor 11-10) (OR11-10) (Olfactory receptor OR11-167)	OR5F1	Homo sapiens (Human)	314
P0C626	reviewed	OR5G3_HUMAN	Olfactory receptor 5G3 (Olfactory receptor 5G6) (Olfactory receptor OR11-213)	OR5G3 OR5G3P OR5G6P	Homo sapiens (Human)	314
A6NKK0	reviewed	OR5H1_HUMAN	Olfactory receptor 5H1 (HTPCRX14)	OR5H1	Homo sapiens (Human)	313
A6NHG9	reviewed	O5H14_HUMAN	Olfactory receptor 5H14	OR5H14	Homo sapiens (Human)	310
A6NDH6	reviewed	O5H15_HUMAN	Olfactory receptor 5H15	OR5H15	Homo sapiens (Human)	313
Q8NGV7	reviewed	OR5H2_HUMAN	Olfactory receptor 5H2 (Olfactory receptor OR3-10)	OR5H2	Homo sapiens (Human)	309
Q8NGV6	reviewed	OR5H6_HUMAN	Olfactory receptor 5H6 (Olfactory receptor OR3-11)	OR5H6	Homo sapiens (Human)	325
P0DN80	reviewed	OR5H8_HUMAN	Olfactory receptor 5H8 (Olfactory receptor 5H8 pseudogene) (Olfactory receptor OR3-7)	OR5H8 OR5H8P	Homo sapiens (Human)	308
Q13606	reviewed	OR5I1_HUMAN	Olfactory receptor 5I1 (Olfactory receptor OR11-159) (Olfactory receptor-like protein OLF1)	OR5I1 OLF1	Homo sapiens (Human)	314
Q8NH18	reviewed	OR5J2_HUMAN	Olfactory receptor 5J2 (Olfactory receptor OR11-266)	OR5J2	Homo sapiens (Human)	312
Q8NHB7	reviewed	OR5K1_HUMAN	Olfactory receptor 5K1 (HTPCRX10) (Olfactory receptor OR3-8)	OR5K1	Homo sapiens (Human)	308
Q8NHB8	reviewed	OR5K2_HUMAN	Olfactory receptor 5K2 (Olfactory receptor OR3-9)	OR5K2	Homo sapiens (Human)	316
A6NET4	reviewed	OR5K3_HUMAN	Olfactory receptor 5K3	OR5K3	Homo sapiens (Human)	321
A6NMS3	reviewed	OR5K4_HUMAN	Olfactory receptor 5K4	OR5K4	Homo sapiens (Human)	321
Q8NGL2	reviewed	OR5L1_HUMAN	Olfactory receptor 5L1 (OST262) (Olfactory receptor OR11-151)	OR5L1	Homo sapiens (Human)	311
Q8NGL0	reviewed	OR5L2_HUMAN	Olfactory receptor 5L2 (HTPCRX16) (Olfactory receptor OR11-153)	OR5L2	Homo sapiens (Human)	311
Q8NGP8	reviewed	OR5M1_HUMAN	Olfactory receptor 5M1 (OST050) (Olfactory receptor OR11-208)	OR5M1	Homo sapiens (Human)	315
Q6IEU7	reviewed	OR5MA_HUMAN	Olfactory receptor 5M10 (Olfactory receptor OR11-207)	OR5M10	Homo sapiens (Human)	315
Q96RB7	reviewed	OR5MB_HUMAN	Olfactory receptor 5M11	OR5M11	Homo sapiens (Human)	305
Q8NGP4	reviewed	OR5M3_HUMAN	Olfactory receptor 5M3 (Olfactory receptor OR11-191)	OR5M3	Homo sapiens (Human)	307
Q8NGP6	reviewed	OR5M8_HUMAN	Olfactory receptor 5M8 (Olfactory receptor OR11-194)	OR5M8	Homo sapiens (Human)	311
Q8NGP3	reviewed	OR5M9_HUMAN	Olfactory receptor 5M9 (Olfactory receptor OR11-190)	OR5M9	Homo sapiens (Human)	310
Q8WZ92	reviewed	OR5P2_HUMAN	Olfactory receptor 5P2 (Olfactory receptor-like protein JCG3)	OR5P2	Homo sapiens (Human)	322
Q8WZ94	reviewed	OR5P3_HUMAN	Olfactory receptor 5P3 (Olfactory receptor OR11-94) (Olfactory receptor-like protein JCG1)	OR5P3	Homo sapiens (Human)	311
Q8NG75	reviewed	OR5T1_HUMAN	Olfactory receptor 5T1 (Olfactory receptor OR11-179)	OR5T1 OR5T1P	Homo sapiens (Human)	326
Q8NGG2	reviewed	OR5T2_HUMAN	Olfactory receptor 5T2 (Olfactory receptor OR11-177)	OR5T2	Homo sapiens (Human)	359
Q8NGG3	reviewed	OR5T3_HUMAN	Olfactory receptor 5T3 (Olfactory receptor OR11-178)	OR5T3	Homo sapiens (Human)	340
Q9UGF6	reviewed	OR5V1_HUMAN	Olfactory receptor 5V1 (Hs6M1-21) (Olfactory receptor OR6-26)	OR5V1	Homo sapiens (Human)	321
Q8NH69	reviewed	OR5W2_HUMAN	Olfactory receptor 5W2 (Olfactory receptor 5W3) (Olfactory receptor OR11-155)	OR5W2 OR5W2P OR5W3P	Homo sapiens (Human)	310
O95222	reviewed	OR6A2_HUMAN	Olfactory receptor 6A2 (Olfactory receptor 11-55) (OR11-55) (Olfactory receptor 6A1) (Olfactory receptor OR11-83) (hP2 olfactory receptor)	OR6A2 OR6A1 OR6A2P	Homo sapiens (Human)	327
O95007	reviewed	OR6B1_HUMAN	Olfactory receptor 6B1 (Olfactory receptor 7-3) (OR7-3) (Olfactory receptor OR7-9)	OR6B1	Homo sapiens (Human)	311
Q6IFH4	reviewed	OR6B2_HUMAN	Olfactory receptor 6B2 (Olfactory receptor OR2-1)	OR6B2 OR6B2P	Homo sapiens (Human)	312
Q8NGW1	reviewed	OR6B3_HUMAN	Olfactory receptor 6B3 (Olfactory receptor OR2-2)	OR6B3 OR6B3P	Homo sapiens (Human)	331
Q96RD1	reviewed	OR6C1_HUMAN	Olfactory receptor 6C1 (OST267)	OR6C1	Homo sapiens (Human)	312
Q9NZP2	reviewed	OR6C2_HUMAN	Olfactory receptor 6C2 (HSA3)	OR6C2	Homo sapiens (Human)	312
Q9NZP0	reviewed	OR6C3_HUMAN	Olfactory receptor 6C3 (HSA8)	OR6C3	Homo sapiens (Human)	311
Q8NGE1	reviewed	OR6C4_HUMAN	Olfactory receptor 6C4 (Olfactory receptor OR12-10)	OR6C4	Homo sapiens (Human)	309
A6NF89	reviewed	OR6C6_HUMAN	Olfactory receptor 6C6	OR6C6	Homo sapiens (Human)	314
A6NJZ3	reviewed	O6C65_HUMAN	Olfactory receptor 6C65	OR6C65	Homo sapiens (Human)	312
A6NDL8	reviewed	O6C68_HUMAN	Olfactory receptor 6C68	OR6C68	Homo sapiens (Human)	312
A6NIJ9	reviewed	O6C70_HUMAN	Olfactory receptor 6C70	OR6C70	Homo sapiens (Human)	312
A6NCV1	reviewed	O6C74_HUMAN	Olfactory receptor 6C74	OR6C74	Homo sapiens (Human)	312
A6NL08	reviewed	O6C75_HUMAN	Olfactory receptor 6C75	OR6C75	Homo sapiens (Human)	312
A6NM76	reviewed	O6C76_HUMAN	Olfactory receptor 6C76	OR6C76	Homo sapiens (Human)	312
Q8NGZ6	reviewed	OR6F1_HUMAN	Olfactory receptor 6F1 (Olfactory receptor OR1-38)	OR6F1	Homo sapiens (Human)	308
Q8NGC5	reviewed	OR6J1_HUMAN	Olfactory receptor 6J1 (Olfactory receptor 6J2)	OR6J1 OR6J2	Homo sapiens (Human)	347
Q8NGY2	reviewed	OR6K2_HUMAN	Olfactory receptor 6K2 (Olfactory receptor OR1-17)	OR6K2	Homo sapiens (Human)	324
Q8NGY3	reviewed	OR6K3_HUMAN	Olfactory receptor 6K3 (Olfactory receptor OR1-18)	OR6K3	Homo sapiens (Human)	331
Q8NGW6	reviewed	OR6K6_HUMAN	Olfactory receptor 6K6 (Olfactory receptor OR1-21)	OR6K6	Homo sapiens (Human)	343
Q8NGM8	reviewed	OR6M1_HUMAN	Olfactory receptor 6M1 (Olfactory receptor OR11-271)	OR6M1	Homo sapiens (Human)	313
Q8NGY5	reviewed	OR6N1_HUMAN	Olfactory receptor 6N1	OR6N1	Homo sapiens (Human)	312
Q8NGY6	reviewed	OR6N2_HUMAN	Olfactory receptor 6N2 (Olfactory receptor OR1-23)	OR6N2	Homo sapiens (Human)	317
Q8NGX9	reviewed	OR6P1_HUMAN	Olfactory receptor 6P1 (Olfactory receptor OR1-12)	OR6P1	Homo sapiens (Human)	317
Q8NGQ2	reviewed	OR6Q1_HUMAN	Olfactory receptor 6Q1 (Olfactory receptor OR11-226)	OR6Q1	Homo sapiens (Human)	317
Q8NH40	reviewed	OR6S1_HUMAN	Olfactory receptor 6S1 (Olfactory receptor OR14-37)	OR6S1	Homo sapiens (Human)	331
Q8NGN1	reviewed	OR6T1_HUMAN	Olfactory receptor 6T1 (Olfactory receptor OR11-277)	OR6T1	Homo sapiens (Human)	323
Q8N148	reviewed	OR6V1_HUMAN	Olfactory receptor 6V1 (Olfactory receptor OR7-3)	OR6V1	Homo sapiens (Human)	313
Q8NH79	reviewed	OR6X1_HUMAN	Olfactory receptor 6X1 (Olfactory receptor OR11-270)	OR6X1	Homo sapiens (Human)	312
Q8NGX8	reviewed	OR6Y1_HUMAN	Olfactory receptor 6Y1 (Olfactory receptor 6Y2) (Olfactory receptor OR1-11)	OR6Y1 OR6Y2	Homo sapiens (Human)	325
O76100	reviewed	OR7AA_HUMAN	Olfactory receptor 7A10 (OST027) (Olfactory receptor OR19-18)	OR7A10	Homo sapiens (Human)	309
O14581	reviewed	OR7AH_HUMAN	Olfactory receptor 7A17	OR7A17	Homo sapiens (Human)	309
Q8NGA2	reviewed	OR7A2_HUMAN	Putative olfactory receptor 7A2 (Putative olfactory receptor 7A7)	OR7A2P OR7A2 OR7A7	Homo sapiens (Human)	310
Q15622	reviewed	OR7A5_HUMAN	Olfactory receptor 7A5 (Olfactory receptor OR19-17) (Olfactory receptor TPCR92)	OR7A5	Homo sapiens (Human)	319
O76099	reviewed	OR7C1_HUMAN	Olfactory receptor 7C1 (Olfactory receptor 7C4) (Olfactory receptor OR19-16) (Olfactory receptor TPCR86)	OR7C1 OR7C4	Homo sapiens (Human)	320
O60412	reviewed	OR7C2_HUMAN	Olfactory receptor 7C2 (Olfactory receptor 19-18) (OR19-18) (Olfactory receptor 7C3) (Olfactory receptor OR19-22)	OR7C2 OR7C3	Homo sapiens (Human)	319
Q96RA2	reviewed	OR7D2_HUMAN	Olfactory receptor 7D2 (HTPCRH03) (Olfactory receptor 19-4) (OR19-4) (Olfactory receptor OR19-10)	OR7D2	Homo sapiens (Human)	312
Q8NG98	reviewed	OR7D4_HUMAN	Olfactory receptor 7D4 (OR19-B) (Odorant receptor family subfamily D member 4RT) (Olfactory receptor OR19-7)	OR7D4 OR7D4P	Homo sapiens (Human)	312
Q6IFN5	reviewed	O7E24_HUMAN	Olfactory receptor 7E24 (Olfactory receptor OR19-14)	OR7E24 OR7E24P	Homo sapiens (Human)	339
Q8NGA0	reviewed	OR7G1_HUMAN	Olfactory receptor 7G1 (Olfactory receptor 19-15) (OR19-15) (Olfactory receptor OR19-8)	OR7G1 OR7G1P	Homo sapiens (Human)	311
Q8NG99	reviewed	OR7G2_HUMAN	Olfactory receptor 7G2 (OST260) (Olfactory receptor 19-13) (OR19-13) (Olfactory receptor OR19-6)	OR7G2	Homo sapiens (Human)	324
Q8NG95	reviewed	OR7G3_HUMAN	Olfactory receptor 7G3 (OST085) (Olfactory receptor OR19-9)	OR7G3	Homo sapiens (Human)	312
Q8NGG7	reviewed	OR8A1_HUMAN	Olfactory receptor 8A1 (OST025) (Olfactory receptor OR11-318)	OR8A1	Homo sapiens (Human)	326
Q8NGG6	reviewed	OR8BC_HUMAN	Olfactory receptor 8B12 (Olfactory receptor OR11-317)	OR8B12	Homo sapiens (Human)	310
Q96RD0	reviewed	OR8B2_HUMAN	Olfactory receptor 8B2 (Olfactory receptor OR11-309)	OR8B2	Homo sapiens (Human)	313
Q8NGG8	reviewed	OR8B3_HUMAN	Olfactory receptor 8B3 (Olfactory receptor OR11-311)	OR8B3	Homo sapiens (Human)	313
Q96RC9	reviewed	OR8B4_HUMAN	Olfactory receptor 8B4 (Olfactory receptor OR11-315)	OR8B4 OR8B4P	Homo sapiens (Human)	309
Q15620	reviewed	OR8B8_HUMAN	Olfactory receptor 8B8 (Olfactory receptor TPCR85) (Olfactory-like receptor JCG8)	OR8B8	Homo sapiens (Human)	311
